HOSPITAL NAME,CITY,AREA,ADDRESS,DOCTORS,CONTACT
Mukhtar A Sheikh Memorial Welfare Hospital (Multan),Multan,Khanewal Road,"Mukhtar A Sheikh Memorial Welfare Hospital (Multan), Khanewal Road, Near Pak Arab Fertilizers, Shah Rukn E Alam Town, Khanewal Road, Multan",1,614554800
Mukhtar A. Sheikh Hospital,Multan,Khanewal Road,"Mukhtar A. Sheikh Hospital, Khanewal Road, Near Pak Arab Fertilizers, Shah Rukn E Alam Town, Multan, Khanewal Road, Multan",1,61111627628
Tabarak And Amjad Hospital,Multan,Khanewal Road,"Tabarak And Amjad Hospital, Zaheer Hospital, Qadirpur Ran, Khanewal Road, Multan",1,3006367115
Anwaar Homeopathic Clinic,Multan,Khanewal Road,"Anwaar Homeopathic Clinic, Khyber Bara Cloth Market Opposite Bilal Motors Lmq Road, Khanewal Road, Multan",1,3007191182
Doctors Clinic,Multan,Khanewal Road,"Doctors Clinic, Mehmoodabad Colony, Near Islamic International Institute, Khanewal Road, Khanewal Road, Multan",1,3168560094
Gill Clinic,Multan,Khanewal Road,"Gill Clinic, Chowk Rasheedabad, Khanewal Road, Multan",-,3008731461
Hassan Homoeopathic Clinic,Multan,Khudadad Colony,"Hassan Homoeopathic Clinic, Khudadad Colony Ward #10, Near Askary #2, Khudadad Colony, Multan",1,3006352438
Kot Addu Medical & Andoscopy Centre,Multan,Kot Addu,"Kot Addu Medical & Andoscopy Centre, House No.13 Green Valley Housing Colony, Kot Addu, Multan",1,3336001532
Rehman Medical Complex Hospital,Multan,Lalazar Colony,"Rehman Medical Complex Hospital, Nishtar Road Oppo. Al Khaliq Hospital, Lalazar Colony, Multan",6,3433360495
Iqbal Skin Center,Multan,Lalazar Colony,"Iqbal Skin Center, Khanewal Road, Kalma Chowk, Lalazar Colony, Multan",1,614545333
Haider Consutlant Chamber Hospital,Multan,Lalazar Colony,"Haider Consutlant Chamber Hospital, Nishtar Road Oppo. Omer Hospital, Lalazar Colony, Multan",2,+92 315 7300036
Al Huda Medical Centre,Multan,Lalazar Colony,"Al Huda Medical Centre, Nishtar Road,, Lalazar Colony, Multan",1,0333 7481223
Dr Saman Naureen Hospital,Multan,Lalazar Colony,"Dr Saman Naureen Hospital, Lalazar Colony, Lalazar Colony, Multan",1,3216338583
Razia Iqbal Medical Centre,Multan,Lane No 2 Bosan Road,"Razia Iqbal Medical Centre, 9 Shalimar Colony, Lane No 2, Bosan Road, Multan",2,616222060
Al Raheem Clinic,Multan,Ma Jinnah Road,"Al Raheem Clinic, Near Nankana Chowk Ma Jinnah Road Near Ideal Bakery Askery Heaven, Ma Jinnah Road, Multan",1,042-32591432
Royal Institute Of Medical Sciences (Rims) Hospital,Multan,Ma Jinnah Road,"Royal Institute Of Medical Sciences (Rims) Hospital, Street 2, Near Agriculture Gate Bzu, Bahauddin Zakariya University, Ma Jinnah Road, Multan",1,3215142020
Dr. Afzal Malik Hospital,Multan,Main Market,"Dr. Afzal Malik Hospital, D Market Shah Rukn-E-Alam Colony, Block D Shah Rukn E Alam Housing Scheme, Main Market, Multan",-,0300 9637547
Islamabad Diagnostic Center Idc,Multan,Main Nishtar Road,"Islamabad Diagnostic Center Idc, Oppsit Dost Plaza Al-Kamal Plaza 94, Main Nishtar Road, Multan",2,3111000432
Shamshad Sugar Center,Multan,Main Nishtar Road,"Shamshad Sugar Center, Zainab Plaza, Near Ghouri Lab, Main Nishtar Road, Multan",1,3111222398
Fatmeen Labotary Hospital,Multan,Main Nishtar Road,"Fatmeen Labotary Hospital, 6C3X+74F, Zawar Hussain Road, Al Rahim Colony, Main Nishtar Road, Multan",-,3066554826
Hearing Care Service Multan Hospital,Multan,Main Nishtar Road,"Hearing Care Service Multan Hospital, Alam Sher Plaza Office No. 5 Near Mri Nishtar Road, Main Nishtar Road, Multan",1,3023423945
Mch Centre,Multan,Makhdum Rashid,"Mch Centre, Multan-Vehari Rd, Jhok Lashkarpur, Makhdum Rashid, Multan",3,042-32591432
Qaisrani Medical Centre,Multan,Mda Chowk,"Qaisrani Medical Centre, Jail Road, Mda Chowk, Multan",1,3317364048
Multan Dental Care Hospital,Multan,Mda Officers Cooperative Housing Society,"Multan Dental Care Hospital, M A Jinnah Rd, Mda Officers Cooperative Housing Society, Multan",1,3241845235
Dr Shahbaz Ahmed Clinic,Multan,Mda Rd,"Dr Shahbaz Ahmed Clinic, House Nmbr 80 Street Nmbr 3 Meharban Colony Mda, Mda Rd, Multan",1,3366045352
The Health Care Rehabilitation Center,Multan,Mehar Center,"The Health Care Rehabilitation Center, 1St Floor Mehar Center Nishter Road, Mehar Center, Multan",2,3074857820
National Psychiatric Hospital & Drug Rehab Center,Multan,Model Town,"National Psychiatric Hospital & Drug Rehab Center, 46-B, Nothern Bai Pass Road, Model Town, Model Town, Multan",2,03207894936 / 03106533655
Siddiqui Neuro Psychiatric Services Hospital,Multan,Model Town,"Siddiqui Neuro Psychiatric Services Hospital, 11 B, Commercial Area, Model Town, Multan (At The Back Of Dera Haq Restaraunt), Model Town, Multan",-,3207894936
Dental Point Hospital,Multan,Model Town,"Dental Point Hospital, Model Town Blvd, Near Ketonians Restaurant, Block-A, Model Town, Multan",1,3001405453
Dr Waqar And Associates Oral And Dental Care Hospital,Multan,Model Town,"Dr Waqar And Associates Oral And Dental Care Hospital, Near Read Book Shop, Model Town B Block, Model Town, Multan",-,042-32591432
Kaims Nutri Clinic,Multan,Model Town,"Kaims Nutri Clinic, Kaims International Institute, Model Town Northen Bypass, Near Bosan Road, Model Town, Multan",-,3000709222
Shine Skin Care Clinic,Multan,Model Town,"Shine Skin Care Clinic, Near Barbecue Restaurant, Model Town, Multan",1,3088008833
Siddqui Neuro Psychiatric Services Hospital,Multan,Model Town,"Siddqui Neuro Psychiatric Services Hospital, Commercial Area Northern Bypass, Model Town, Multan",-,3349352555
Medical Links Hospital,Multan,Model Town Chowk,"Medical Links Hospital, 113-Commercial Area A Block, Bypass Road, Model Town Chowk, Multan",-,042-32591427
Saifi Clinic,Multan,Mohalla Ghareebabad,"Saifi Clinic, Behind Govt Girls High School Bagh Baigee, Mohallah Ghareebabad, Chowk Shaheedan, Multan., Mohalla Ghareebabad, Multan",1,3146113349
The Face Clinic Multan,Multan,Mohalla Qadirabad,"The Face Clinic Multan, Children Complex Hospital Rd Near National Pharmacy, Mohalla Qadirabad, Multan",-,614512468
Islamabad Specialists Clinic (Nishtar Road Multan),Multan,Multan,"Islamabad Specialists Clinic (Nishtar Road Multan), Adjacent Islamabad Diagnostic Center-Idc, Lalazar Colony, Multan, Multan, Multan",3,3035074090
Multan Hospital,Multan,Multan,"Multan Hospital, New Airport Road, Multan, Multan",-,3067310007
Arrahma Hospital For Mental Health,Multan,Multan,"Arrahma Hospital For Mental Health, 592X+9X3? Sher Shah Road Nadir Abad Phatak? Area Road? Industrial Estate, Multan, Multan",1,616538885
Shabana Farooq Medical Center,Multan,Multan,"Shabana Farooq Medical Center, Near Dolat Gate Metro Station, Eid Gah Road, Multan, Multan",1,3134456171
Green Dentistry Dental Clinic Multan,Multan,Multan,"Green Dentistry Dental Clinic Multan, Zainab House New Shalimar Colony Near Model Town Block B, Multan, Multan",1,3338884378
Skin Clinic (Multan),Multan,Multan,"Skin Clinic (Multan), Opposite Baba Ice Cream Plus, Shaheena Ave, Multan, Multan",-,616220487
The Cancer Clinic,Multan,Multan,"The Cancer Clinic, Alam Sher Center Near Multan Mri Center Nishter Road, Multan, Multan",1,3458231846
Huzaifah Healthcare Centre,Multan,Multan,"Huzaifah Healthcare Centre, Near Naka Chowk, Khan Village Road, New Gulgasht Colony, Multan, Multan",1,3335921975
Ameer Medicare Hospital,Multan,Multan,"Ameer Medicare Hospital, Vehari Chowk, Multan, Multan",-,3457866665
Bakhtawar Amin Hospital,Multan,Multan,"Bakhtawar Amin Hospital, , Northern Bypass,, Multan, Multan",-,3217309133
Bracetown Dental Practice Hospital,Multan,Multan,"Bracetown Dental Practice Hospital, 1St Floor? Multan Clinics? Bosan Rd, Sabzazar Colony, Multan, Multan",2,311731213
Chowk Rasheedabad Hospital,Multan,Multan,"Chowk Rasheedabad Hospital, Khanewal Road, Multan, Multan",1,042-32591432
"City Dental Care , Hospital",Multan,Multan,"City Dental Care , Hospital, Kotla Tolay Khan Near Dental & Oral Surgeon Tughlaq Rd Chungi No 7 Chowk Khawajabad, Multan, Multan",1,3056884454
Dr Balqees Salamat Physiotherapy Clinic And Rehabilitation Center,Multan,Multan,"Dr Balqees Salamat Physiotherapy Clinic And Rehabilitation Center, Street No.2 Behind Ali General Hospital Rasheedabad, Multan, Multan, Multan",-,0335 6366212
Ms Homeo Clinic,Multan,Multan,"Ms Homeo Clinic, Chowk Derkharan Muzaffarbad Road Multan, Multan, Multan",1,3030003064
Muhammadi Physiotherapy Rehabilitation And Hijama Center,Multan,Multan,"Muhammadi Physiotherapy Rehabilitation And Hijama Center, St 7 Rehman Colony Near Allah Shafi Chowk Lodhi Colony Road, Multan, Multan",1,3077309290
New Life Medicare And Maternity Clinic,Multan,Multan,"New Life Medicare And Maternity Clinic, Zakriya Town, Multan, Multan",1,3087069693
Bhutta Laboratory And Clinic,Multan,Multan City,"Bhutta Laboratory And Clinic, Bhutta Laboratory And Clinic, Nasir Gardezi Road, Inner City, Multan City, Multan",1,614581913
Town Hospital,Multan,Multan City,"Town Hospital, Mumtazabad, Multan City, Multan",-,042-32591427
Spring Clinic,Multan,Multan Service Road,"Spring Clinic, New Multan Service Road Block U Madni Chowk, Multan Service Road, Multan",-,616775711
Dental Looks Care Clinic,Multan,Mumtazabad,"Dental Looks Care Clinic, Mumtazabad Near B.C.G Chowk Dental Looks 2, Mumtazabad, Multan",1,3111222398
Naseem Clinic,Multan,Mumtazabad,"Naseem Clinic, 628-C, Mumtazabad, Multan",1,616528099
The Physio Therapy Hospital,Multan,Mumtazabad,"The Physio Therapy Hospital, 303 B, Mumtazabad, Multan",1,3084672301
Mian Fazal Rehman Hospital,Multan,Mumtazabad Road,"Mian Fazal Rehman Hospital, Opp Govt Millat Degree College, Mumtazabad Road, Multan",1,614234210
Skin And Hair Clinic,Multan,Nagana Chowk,"Skin And Hair Clinic, House 227/D, Syedna Bilal Avenue, Punjab Small Industries Corporation (Psic) Housing Society, Nagana Chowk, Northern Bypass Multan., Nagana Chowk, Multan",1,3111222398
Dr Muhammad Farooq Clinic,Multan,Nagana Chowk,"Dr Muhammad Farooq Clinic, House No 227/D Punjab Small Industries Housing Northern Bypass, Nagana Chowk, Multan",-,3005807083
Noshahi Hospital,Multan,Nanadla Chwok,"Noshahi Hospital, Chungi #, 4 Nanadla Chwok, Nawabpur Rd, Multan,, Nanadla Chwok, Multan",1,3137806410
Al-Asr Medicare Clinic,Multan,Nawab Pur Road,"Al-Asr Medicare Clinic, Near Abdullah Shari Hall, Nawabpur Road, Nawab Pur Road, Multan",-,3240488592
Multan Polyclinic,Multan,Nawab Pur Road,"Multan Polyclinic, Near Anees Bhutta Pharmacy, Nawab Pur Road, Multan",-,3336108988
Nai Zindgi Hospital,Multan,Nawab Pur Road,"Nai Zindgi Hospital, Scheme Morr, Nawabpur Road, Multan, Nawab Pur Road, Multan",-,3028630466
Multan Institute Of Kidney Diseases Hospital,Multan,Nazarpur,"Multan Institute Of Kidney Diseases Hospital, Multan-Muzaffargarh Rd, Nazarpur,, Multan",-,(061) 6354501
Ali Clinic,Multan,Near,"Ali Clinic, Tahmoor Road, Near, Multan",1,3006308590
Hashir Clinic,Multan,Near Karachi Wala Darbar,"Hashir Clinic, Fatima Clinic Chaak Shana Road, Near Karachi Wala Darbar, Multan",-,3336118795
Mohyuddin Clinic,Multan,Near Mda Chowk,"Mohyuddin Clinic, Opposite Tubewell Workshop, Near Mda Chowk, Multan",-,3006358334
Al Haseeb Welfare Eye Hospital,Multan,Near New Sabzi Mandi,"Al Haseeb Welfare Eye Hospital, 156/E Shah Rukn E Alam, Street Rahman Pura, Near New Sabzi Mandi, Multan",-,3247857080
Punjab Hospital,Multan,New Multan Colony,"Punjab Hospital, Service Road, X Block, New Multan Colony, Multan",1,(061) 4556810
Al-Shifa Hospital,Multan,New Multan Colony,"Al-Shifa Hospital, Masoom Shah Road Near Raheem Chowk, New Multan Colony, Multan",-,3028112344
Zakria Hospital,Multan,New Multan Colony,"Zakria Hospital, Gulshan Market, New Multan Colony, Multan",1,3006385768
Multan Physio Care Hospital,Multan,New Multan Colony,"Multan Physio Care Hospital, House No. 17, Block T, Street C, New Multan Colony, Multan",2,3217313810
Al Rehman Dental Care Hospital,Multan,New Multan Colony,"Al Rehman Dental Care Hospital, Jinnah Market Opposite Chugtai Lab, Near Rescue1122, Block U New Multan Colony, New Multan Colony, Multan",1,3457323334
Amna Eye Care Hospital,Multan,New Multan Colony,"Amna Eye Care Hospital, Block T, New Multan Colony, Multan",-,3006330622
Anam Hospital & Maternity Home,Multan,New Multan Colony,"Anam Hospital & Maternity Home, Masoom Shah Rd, Gulistan Chowk, Block S New Multan Colony, New Multan Colony, Multan",-,3089006356
Ayyaz Ahmad Clinic,Multan,New Multan Colony,"Ayyaz Ahmad Clinic, Street C, T Block Block T New Multan Colony, New Multan Colony, Multan",1,4232591427
City Dental Clinic,Multan,New Multan Colony,"City Dental Clinic, Al-Rahem Chowk, Near Attock Pump, Masoom Shah Road, Block T, New Multan Colony, Multan",1,3011866611
Spring Hospital,Multan,New Multan Colony,"Spring Hospital, Oppo. Madni Park Near Passport Office, New Multan Colony, Multan",1,3157112601
Shan Medical Center,Multan,New Multan Express Way,"Shan Medical Center, Service Road, Near Madni Chwk, New Multan Express Way, Multan",1,616772205
Cgo Clinic,Multan,New Shalimar Colony,"Cgo Clinic, Corner St # 12, New Shalimar Colony, New Shalimar Colony, Multan",1,4232591427
Dr. Noreen Akhtar Rana Clinic (Gynecologist),Multan,New Shalimar Colony,"Dr. Noreen Akhtar Rana Clinic (Gynecologist), Model Town, T Chock, New Shalimar Colony, Multan",1,3335051993
Dr Ashraf Wahla Clinic,Multan,New Shalimar Colony,"Dr Ashraf Wahla Clinic, New Shalimar Colony, New Shalimar Colony, Multan",-,0300 8689722
Multan Physiotherapy & Rehabilitation Center,Multan,New Shalimar Colony,"Multan Physiotherapy & Rehabilitation Center, Public School Road, New Shalimar Colony, Multan",3,3214248170
Advance Gastro-Liver -Endoscopy Clinic,Multan,Nishar Road,"Advance Gastro-Liver -Endoscopy Clinic, Dost Plaza 36,38 ,Nishtar Road, Nishar Road, Multan",1,3338577297
City Specialist Hospital,Multan,Nishar Road,"City Specialist Hospital, Zainab Plaza Near Gori Labortary Nishtar Road, Nishar Road, Multan",2,3111222398
Ahmed Gastro Nd Liver Clinic,Multan,Nishar Road,"Ahmed Gastro Nd Liver Clinic, Nishtar Road, Dost Plaza, Nishar Road, Multan",1,3117144799
Multan Skin Care Center,Multan,Nishar Road,"Multan Skin Care Center, Zainab Plaza Near Ghouri Lab, Nishar Road, Multan",-,3457207433
Laser Pain Mangement & Rehablitation Clinic,Multan,Nishar Road,"Laser Pain Mangement & Rehablitation Clinic, Alam Sher Plaza, Nishtar Rd,, Nishar Road, Multan",1,3209594510
Advance Cosmo Lasers And Plastic Surgery Art Center (Multan),Multan,Nishar Road,"Advance Cosmo Lasers And Plastic Surgery Art Center (Multan), Allam Sher Center, Nishar Road, Multan",1,618048444
Al Shifa Clinic (Multan),Multan,Nishar Road,"Al Shifa Clinic (Multan), Near Agha Khan, Kaleem Plaza, Nishar Road, Multan",1,3111222398
Rimzi Center (Multan),Multan,Nishar Road,"Rimzi Center (Multan), Nishtar Road, Nishar Road, Multan",-,3154960936
Navid E Shifa Clinic,Multan,Nishar Road,"Navid E Shifa Clinic, 18-Dost Plaza, Nishar Road, Nishar Road, Multan",-,3111222398
Physioplex Health Care Center,Multan,Nishar Road,"Physioplex Health Care Center, Dost Plaza, Al Rahim Colony, Nishar Road, Multan",1,3116610409
Hassan Chest Clinic (New),Multan,Nishtar Rd Al Rahim Colony,"Hassan Chest Clinic (New), Dost Plaza, Nishtar Rd, Al Rahim Colony, Multan",1,3139151170
Khan Clinic Multan,Multan,Nishtar Rd Al Rahim Colony,"Khan Clinic Multan, Justice Hameed Colony Nishter Road, Nishtar Rd, Al Rahim Colony, Multan",1,0
The Gut Care Clinic,Multan,Nishtar Rd Al Rahim Colony,"The Gut Care Clinic, Dost Plaza, Nishtar Rd, Al Rahim Colony, Nishtar Rd, Al Rahim Colony, Multan",-,3336190545
Chugtai Medical Centre (Multan),Multan,Nishtar Road,"Chugtai Medical Centre (Multan), Khan Medical City, Nishtar Road, Multan",2,(061) 4500595
Prime Hospital,Multan,Nishtar Road,"Prime Hospital, Dost Medical Complex Nishtar Road? Al Rahim Colony, Multan., Nishtar Road, Multan",6,3007001754
Chugtai Medical Center,Multan,Nishtar Road,"Chugtai Medical Center, Khan Medical City, Nishtar Road, Nishtar Road, Multan",5,3247144595
Al-Shifa Clinic,Multan,Nishtar Road,"Al-Shifa Clinic, Kareem Plaza Near Agha Khan Lab, Nishtar Road, Multan",-,3111222398
Rahmia Heart Care Clinic,Multan,Nishtar Road,"Rahmia Heart Care Clinic, Opposite Dost Plaza, Nishtar Road, Multan",1,3216353350
Retina Eye Clinic,Multan,Nishtar Road,"Retina Eye Clinic, Zainab Plaza Near Ghori Laboratory, Nishtar Road, Multan",1,0301 7773398
Bol Speech Therapy Hospital,Multan,Nishtar Road,"Bol Speech Therapy Hospital, Khan Medical City 7,8, Beside Talha Ultra Sound, Nishtar Road, Multan",1,0334 4365569
Orthopaedic Associates Hospital,Multan,Nishtar Road,"Orthopaedic Associates Hospital, Zainab Plaza, Ghauri Laboratory, Nishtar Road, Nishtar Road, Multan",2,3214665544
Fatima Specialist Chamber Hospital,Multan,Nishtar Road,"Fatima Specialist Chamber Hospital, Fatima Hospital Opposite Alhuda Medical Center Prince Hotel, Nishtar Road, Multan",2,3336118795
Dr. Sajjad Siddiqui Clinic,Multan,Nishtar Road,"Dr. Sajjad Siddiqui Clinic, Dost Plaza, Nishtar Road, Multan",-,0320-7894936
Trauma Orthopaedic And Spine Clinic,Multan,Nishtar Road,"Trauma Orthopaedic And Spine Clinic, Room No.16, Alkhaliq Hospital, Nishtar Road, Multan",1,3065654444
Multan Kidney Care Clinic,Multan,Nishtar Road,"Multan Kidney Care Clinic, 11- Zainab Plaza, Near Ghori Lab, Nishtar Road, Multan",1,616354501
Omer Hospital,Multan,Nishtar Road,"Omer Hospital, Dost Plaza, Nishtar Road, Multan",1,3467155057
Dr Muhammad Farooq Khan Skin Specialist Hospital,Multan,Nishtar Road,"Dr Muhammad Farooq Khan Skin Specialist Hospital, Dost Plaza Ground Floor, Nishtar Rd, Al Rahim Colony,, Nishtar Road, Multan",1,3336846114
Al-Shifa Gastro-Liver Center,Multan,Nishtar Road,"Al-Shifa Gastro-Liver Center, Al-Kareem Plaza Nishtar Road, Nishtar Road, Multan",-,0311 6965278
Dental Looks Diagnostic & Care Clinic,Multan,Nishtar Road,"Dental Looks Diagnostic & Care Clinic, First Floor Of Khan Medical City Al Rahim Colony, Nishtar Road, Multan",1,3216338655
"Pak Italian Modern Burn Centre, Nishtar Hospital",Multan,Nishtar Road,"Pak Italian Modern Burn Centre, Nishtar Hospital, Near District Jail, Nishtar Road, Multan",-,-9330122
Alshifa Specialist Centre,Multan,Nishtar Road,"Alshifa Specialist Centre, Alkarim Plaza Basement Near Agha Khan Lab Nishtar Road, Nishtar Road, Multan",1,3012322976
Strides Healthcare Hospital,Multan,Nishtar Road,"Strides Healthcare Hospital, Opp. Macca Diagnostic, Nishtar Road, Multan",3,3219187143
Al Sadiq Clinic,Multan,Nishtar Road,"Al Sadiq Clinic, 15 Ground Floor Dost Plaza Nishtar Road, Nishtar Road, Multan",-,3097020595
Dr Nadeem Mansha Clinic (Dost Plaza),Multan,Nishtar Road,"Dr Nadeem Mansha Clinic (Dost Plaza), Shop 33, Dost Plaza, Nishtar Road, Multan",2,3336234325
Skin Care Clinic,Multan,Nishtar Road,"Skin Care Clinic, Khan Medical City Plaza, Nishtar Road, Multan",1,614570993
Al Huda Medical Center,Multan,Nishtar Road,"Al Huda Medical Center, Nishtar Rd, Lalazar Colony, Multan, Punjab, Nishtar Road, Multan",-,3337481223
Biteri8 Nutrition Clinic & Fitness Centre,Multan,Nishtar Road,"Biteri8 Nutrition Clinic & Fitness Centre, Al-Safa Diagnostic Centre 1St Floor Dost Plaza Nishtar Road, Nishtar Road, Multan",-,3122500974
Breast Care Clinic (Multan),Multan,Nishtar Road,"Breast Care Clinic (Multan), Nishtar Rd, Justice Hamid Colony, Nishtar Road, Multan",1,3001188412
Dental Expert Hospital,Multan,Nishtar Road,"Dental Expert Hospital, 38 Zainab Plaza, Nishtar Road, Multan",-,3316018700
Dental Rehab-Dental Clinic,Multan,Nishtar Road,"Dental Rehab-Dental Clinic, Mehar Centre, Near Excel Laboratory,Nishtar Road,Multan, Nishtar Road, Multan",-,3038874087
Dr Imran Altaf Clinic,Multan,Nishtar Road,"Dr Imran Altaf Clinic, Shop # 16, Dost Plaza, Nishtar Road, Multan",1,042-32591432
Habib Physiotherapy & Rehabilitation Centre,Multan,Nishtar Road,"Habib Physiotherapy & Rehabilitation Centre, Habib Ortho Center, Opposite Jail Colony Quator 9-10, Near Chunghi, Nishtar Road, Multan",-,3117995484
Multan Chest Clinic,Multan,Nishtar Road,"Multan Chest Clinic, 61 Dost Plaza, Nishtar Road, Nishtar Road, Multan",-,NIL
Multan Urology Clinic,Multan,Nishtar Road,"Multan Urology Clinic, Dost Plaza Nishter Road, Nishtar Road, Multan",1,3338788910
Khan Counseling Services Hospital,Multan,Nishtar Road Multan,"Khan Counseling Services Hospital, Shop No 54,55 Near Talha Ultrasound Khan Medical City., Nishtar Road Multan, Multan",5,3247144595
Al - Huda Medical Centre,Multan,Nishtar Road Multan,"Al - Huda Medical Centre, Nishtar Rd, Lalazar Colony, Multan, Punjab, Nishtar Road Multan, Multan",-,3337481223
